date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:58:13	2470291/2470291	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266abb198-25b193%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/custom/datatables/datatables.bundle.js	C:/Clones/UI%20KITS/keen-ui-kit/preview.keenthemes.com/keen/demo1/assets/plugins/custom/datatables/datatables.bundle.js	(from https://preview.keenthemes.com/keen/demo1/index.html)
00:58:13	6128/6128	---MCZ	200	added ('OK')	application/javascript	etag:W/%226552540a-17f0%22	https://preview.keenthemes.com/keen/demo1/assets/js/custom/utilities/modals/create-campaign.js	C:/Clones/UI%20KITS/keen-ui-kit/preview.keenthemes.com/keen/demo1/assets/js/custom/utilities/modals/create-campaign.js	(from https://preview.keenthemes.com/keen/demo1/index.html)
00:58:14	846/846	---MCZ	200	added ('OK')	application/javascript	etag:W/%226552540a-34e%22	https://preview.keenthemes.com/keen/demo1/assets/js/custom/utilities/modals/users-search.js	C:/Clones/UI%20KITS/keen-ui-kit/preview.keenthemes.com/keen/demo1/assets/js/custom/utilities/modals/users-search.js	(from https://preview.keenthemes.com/keen/demo1/index.html)
00:58:14	176032/176032	---M--	200	added ('OK')	application/font-woff	etag:%22659b52bf-2afa0%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/bootstrap-icons/bootstrap-icons.woff?dd67030699838ea613ee6dbda90effa6	C:/Clones/UI%20KITS/keen-ui-kit/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/bootstrap-icons/bootstrap-icons0107.woff	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
00:58:15	130396/130396	---M--	200	added ('OK')	application/octet-stream	etag:%22659b52bf-1fd5c%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/bootstrap-icons/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6	C:/Clones/UI%20KITS/keen-ui-kit/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/bootstrap-icons/bootstrap-icons0107.woff2	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
00:58:15	209376/209376	---M--	200	added ('OK')	application/octet-stream	etag:%2266a91178-331e0%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-brands-400.ttf	C:/Clones/UI%20KITS/keen-ui-kit/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-brands-400.ttf	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
00:58:15	118072/118072	---M--	200	added ('OK')	application/octet-stream	etag:%2266a91178-1cd38%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-brands-400.woff2	C:/Clones/UI%20KITS/keen-ui-kit/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-brands-400.woff2	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
00:58:15	25464/25464	---M--	200	added ('OK')	application/octet-stream	etag:%2266a91178-6378%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-regular-400.woff2	C:/Clones/UI%20KITS/keen-ui-kit/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-regular-400.woff2	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
00:58:15	67976/67976	---M--	200	added ('OK')	application/octet-stream	etag:%2266a91178-10988%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-regular-400.ttf	C:/Clones/UI%20KITS/keen-ui-kit/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-regular-400.ttf	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
00:58:16	157192/157192	---M--	200	added ('OK')	application/octet-stream	etag:%2266a91178-26608%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-solid-900.woff2	C:/Clones/UI%20KITS/keen-ui-kit/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-solid-900.woff2	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
00:58:16	4800/4800	---M--	200	added ('OK')	application/octet-stream	etag:%2266a91178-12c0%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-v4compatibility.woff2	C:/Clones/UI%20KITS/keen-ui-kit/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-v4compatibility.woff2	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
